,mean,min,q05,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,max
13.5,0.5817333333333333,0.026000000000000002,0.15200000000000002,0.262,0.3542,0.36200000000000004,0.5409999999999999,0.5682,0.5936999999999999,0.6404000000000001,0.6759999999999999,0.6819999999999999,0.688,0.7048,0.7120000000000001,0.7120000000000001,0.7120000000000001,0.7120000000000001,0.7289,0.7512,0.7696999999999998,0.8
14.0,0.5052666666666666,0.038,0.0988,0.18040000000000003,0.2091,0.24520000000000003,0.269,0.4211999999999999,0.4972999999999999,0.5572,0.6266,0.638,0.6494,0.65,0.65,0.662,0.662,0.6759999999999999,0.6759999999999999,0.6891999999999999,0.7142999999999999,0.7879999999999999
14.5,0.4503333333333333,0.038,0.0683,0.0868,0.1266,0.1952,0.303,0.33859999999999996,0.3844999999999998,0.5348,0.55,0.556,0.5752999999999999,0.5808,0.5982,0.6162,0.626,0.626,0.626,0.626,0.6326,0.75
15.0,0.4010666666666667,0.038,0.0683,0.0976,0.1422,0.15,0.1945,0.25839999999999996,0.2778,0.37080000000000024,0.5,0.506,0.512,0.5307999999999999,0.5379999999999999,0.55,0.55,0.562,0.5789,0.6272,0.6446,0.738
15.5,0.3594666666666667,0.038,0.07790000000000001,0.1462,0.18439999999999998,0.22599999999999998,0.229,0.2646,0.2990999999999999,0.36200000000000004,0.376,0.4009999999999999,0.426,0.44279999999999997,0.45000000000000007,0.4536,0.462,0.47600000000000003,0.4838,0.5062000000000001,0.5829,0.65
16.0,0.31113333333333326,0.026000000000000002,0.048500000000000015,0.0868,0.1435,0.18560000000000001,0.212,0.2218,0.22959999999999997,0.2572,0.312,0.31899999999999995,0.34879999999999994,0.35,0.35,0.36200000000000004,0.37250000000000005,0.3984000000000003,0.5360999999999999,0.5772,0.588,0.612
16.5,0.21473333333333336,0.0,0.03450000000000001,0.062,0.08859999999999998,0.11199999999999999,0.126,0.1344,0.15389999999999995,0.18320000000000003,0.212,0.212,0.22529999999999997,0.23800000000000002,0.238,0.23800000000000002,0.247,0.2524,0.3035999999999999,0.41700000000000015,0.5037999999999998,0.55
17.0,0.10866666666666668,0.0,0.011700000000000006,0.036800000000000006,0.038,0.04760000000000001,0.062,0.062,0.076,0.076,0.076,0.076,0.08739999999999998,0.08800000000000001,0.08800000000000001,0.1,0.10899999999999999,0.11480000000000003,0.13379999999999997,0.21380000000000018,0.3654999999999998,0.462
17.5,0.05500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005999999999999873,0.012,0.012,0.012,0.012,0.029599999999999967,0.04700000000000001,0.09280000000000008,0.18609999999999982,0.22960000000000005,0.262,0.28800000000000003
18.0,0.025400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003599999999999966,0.012,0.04040000000000003,0.05779999999999998,0.10500000000000007,0.15659999999999996,0.17600000000000002
18.5,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002400000000000034,0.012,0.01340000000000002,0.026000000000000002,0.038
19.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
22.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
