date,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.038,0.08800000000000001,0.188,0.212,0.2,0.36200000000000004,0.47600000000000003,0.3,0.426,0.226,0.17600000000000002,0.17600000000000002,0.188,0.17600000000000002,0.25,0.188,0.138,0.11199999999999999,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.038,0.08800000000000001,0.17600000000000002,0.262,0.35,0.426,0.47600000000000003,0.526,0.562,0.55,0.6,0.3,0.5760000000000001,0.512,0.47600000000000003,0.33799999999999997,0.3,0.126,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0
2011-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.08800000000000001,0.188,0.25,0.36200000000000004,0.41200000000000003,0.488,0.5379999999999999,0.562,0.588,0.588,0.588,0.562,0.376,0.426,0.4,0.2,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.026000000000000002,0.08800000000000001,0.162,0.262,0.35,0.41200000000000003,0.488,0.462,0.212,0.276,0.55,0.062,0.262,0.1,0.11199999999999999,0.188,0.28800000000000003,0.11199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-05,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.08800000000000001,0.188,0.276,0.35,0.43799999999999994,0.488,0.55,0.5760000000000001,0.6,0.588,0.562,0.5760000000000001,0.5379999999999999,0.47600000000000003,0.4,0.3,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.1,0.17600000000000002,0.276,0.36200000000000004,0.426,0.5,0.562,0.4,0.55,0.626,0.55,0.426,0.5,0.488,0.41200000000000003,0.326,0.062,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.08800000000000001,0.188,0.262,0.36200000000000004,0.426,0.5,0.5379999999999999,0.5760000000000001,0.6,0.6,0.6,0.562,0.526,0.45,0.38799999999999996,0.312,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0
2011-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.1,0.188,0.276,0.36200000000000004,0.43799999999999994,0.5,0.55,0.588,0.6,0.612,0.6,0.588,0.5379999999999999,0.5,0.426,0.33799999999999997,0.138,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.1,0.188,0.276,0.35,0.43799999999999994,0.5,0.55,0.5760000000000001,0.612,0.612,0.612,0.588,0.55,0.488,0.426,0.33799999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
