,mean,min,q05,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,max
5.0,0.3974,0.23199999999999998,0.25670000000000004,0.27620000000000006,0.3102,0.3212,0.33849999999999997,0.3428,0.34750000000000003,0.35600000000000004,0.3641,0.371,0.39879999999999993,0.4124,0.41600000000000004,0.4286,0.4345,0.44680000000000003,0.4643,0.4862000000000001,0.5629,0.86
5.5,0.4071333333333333,0.27399999999999997,0.2863,0.294,0.3029,0.31520000000000004,0.3165,0.3334,0.3521999999999999,0.376,0.37809999999999994,0.382,0.3916,0.39399999999999996,0.41270000000000007,0.4349999999999999,0.4605,0.46799999999999997,0.48619999999999997,0.5212000000000001,0.5910999999999998,0.8640000000000001
6.0,0.7138000000000001,0.248,0.2807,0.3204,0.3628,0.368,0.41,0.46719999999999995,0.542,0.6044000000000002,0.6495,0.7,0.7239000000000001,0.7811999999999999,0.8184,0.8286,0.8555000000000001,0.8864000000000002,0.9689,0.9802,1.2580999999999987,2.206
6.5,0.5617333333333331,0.272,0.2927,0.305,0.31499999999999995,0.3312,0.3425,0.35,0.36389999999999995,0.4244000000000001,0.45439999999999997,0.462,0.462,0.5384,0.6177,0.6609999999999998,0.7055,0.7324000000000002,0.7711999999999999,0.8696000000000002,0.9724999999999999,1.824
7.0,0.6104,0.242,0.26680000000000004,0.2962,0.3014,0.3104,0.316,0.3234,0.358,0.40880000000000005,0.45620000000000005,0.46799999999999997,0.4836,0.5279999999999999,0.6661000000000001,0.7589999999999999,0.7659999999999999,0.9108,0.953,1.0408000000000002,1.4184999999999985,1.6640000000000001
7.5,0.6607333333333333,0.306,0.339,0.37739999999999996,0.3871,0.412,0.43,0.45219999999999994,0.4754999999999999,0.48760000000000003,0.5410999999999999,0.562,0.5638999999999998,0.5879999999999999,0.635,0.7543999999999994,0.8875,0.9012,0.9462999999999999,1.0134,1.0798999999999999,2.024
8.0,0.5925333333333334,0.278,0.3147,0.3418,0.363,0.3872,0.4035,0.4391999999999999,0.4552,0.462,0.49599999999999994,0.54,0.5896999999999999,0.6108,0.6521,0.7149999999999999,0.7525,0.7696000000000001,0.8331999999999999,0.9468000000000001,1.0141999999999998,1.1340000000000001
8.5,0.6555333333333333,0.24,0.2854,0.3046,0.3121,0.3192,0.3305,0.3468,0.3545999999999999,0.40040000000000003,0.42249999999999993,0.5609999999999997,0.6861999999999998,0.7232000000000001,0.7553999999999998,0.7847999999999998,0.8600000000000001,0.8804000000000002,0.9670999999999998,1.1168000000000002,1.3467999999999996,1.974
9.0,0.5874,0.254,0.2771,0.3034,0.3074,0.3116,0.32499999999999996,0.3308,0.3384999999999999,0.3928000000000001,0.4421,0.495,0.5384,0.5655999999999999,0.6541000000000001,0.752,0.752,0.8560000000000002,0.9952999999999996,1.0923999999999998,1.1697999999999997,1.246
9.5,0.5422666666666666,0.21600000000000003,0.26439999999999997,0.28740000000000004,0.3055,0.3184,0.34450000000000003,0.35900000000000004,0.3969,0.402,0.4161,0.42399999999999993,0.4395,0.4776,0.5463,0.6475999999999997,0.7715,0.8176000000000002,0.8782999999999999,0.9612,1.0211999999999999,1.1520000000000001
10.0,0.5546,0.254,0.3407,0.3512,0.3596,0.37160000000000004,0.373,0.4012,0.43119999999999997,0.43799999999999994,0.4611,0.489,0.5548999999999998,0.5655999999999999,0.6309000000000001,0.6572,0.6829999999999999,0.7188000000000001,0.7405999999999999,0.7738000000000003,0.9481999999999997,1.168
10.5,0.5564666666666668,0.254,0.2806,0.33740000000000003,0.3641,0.368,0.37,0.3812,0.4243,0.42719999999999997,0.4387999999999999,0.45599999999999996,0.5225999999999998,0.5588,0.5924999999999999,0.6105999999999998,0.6565000000000001,0.6920000000000002,0.7343999999999999,0.8920000000000001,1.0244999999999997,1.466
11.0,0.5747333333333333,0.23,0.2546,0.3294,0.3646,0.3928,0.4015000000000001,0.4074,0.43979999999999997,0.4536,0.4601999999999999,0.51,0.518,0.5287999999999999,0.5538,0.6275999999999998,0.703,0.8064000000000001,0.9121999999999999,1.018,1.0628,1.146
11.5,0.5994666666666666,0.23199999999999998,0.2932,0.3312,0.3568,0.36200000000000004,0.377,0.3828,0.41789999999999994,0.4448,0.4714999999999999,0.5169999999999999,0.5416,0.5715999999999999,0.6600000000000003,0.7367999999999998,0.7775,0.914,0.9406000000000001,1.01,1.0625,1.25
12.0,0.7442666666666666,0.33,0.3509,0.3808,0.4326,0.4672,0.5,0.5513999999999999,0.6207,0.6384000000000001,0.6403,0.6559999999999999,0.6736,0.7147999999999999,0.7758,0.7915999999999999,0.856,0.8992000000000004,1.0236,1.044,1.1807999999999994,2.4819999999999998
12.5,0.7853333333333333,0.33399999999999996,0.3922,0.43720000000000003,0.5143,0.5756,0.636,0.6567999999999999,0.6604,0.6932,0.7081,0.7229999999999999,0.7701999999999999,0.8419999999999999,0.9228000000000001,0.9411999999999999,0.977,0.9968,1.0286,1.0794000000000001,1.1624999999999999,1.5419999999999998
13.0,0.8126666666666665,0.488,0.5283,0.5648,0.5778,0.6248,0.6595,0.6848,0.6926000000000001,0.7116,0.7316,0.7829999999999999,0.8059,0.8648,0.9204000000000001,0.9725999999999999,1.0015,1.0104,1.0265,1.0596,1.1429999999999998,1.226
13.5,0.9285333333333335,0.536,0.5939,0.6185999999999999,0.6687,0.6812000000000001,0.6925,0.7024,0.719,0.7648000000000001,0.8001999999999999,0.8460000000000001,0.8633000000000001,0.8804000000000001,0.9027,0.9321999999999999,0.9735000000000001,0.9924000000000001,1.0219,1.5936000000000001,1.839399999999999,2.026
14.0,1.0288666666666666,0.514,0.6092,0.6684,0.7043999999999999,0.7215999999999999,0.7839999999999999,0.7974,0.8059999999999998,0.8180000000000001,0.8503999999999999,0.866,0.893,0.95,0.956,0.9725999999999999,1.0545,1.1716,1.244,1.2750000000000001,2.0147999999999966,3.332
14.5,0.9453333333333334,0.61,0.6780999999999999,0.7366,0.7534,0.7608,0.766,0.7846000000000001,0.8097999999999999,0.8211999999999999,0.8349000000000001,0.8799999999999999,0.9155999999999999,0.9316000000000001,0.9680000000000001,1.0102,1.0545,1.0708000000000002,1.0989,1.1452000000000002,1.505799999999998,1.814
15.0,0.9025333333333331,0.512,0.5787,0.613,0.7034,0.792,0.8045,0.8425999999999999,0.8498,0.86,0.878,0.8869999999999999,0.8978999999999999,0.9143999999999999,0.9359999999999999,0.9626000000000001,0.9805,1.0536,1.1046,1.1444,1.2132999999999998,1.47
15.5,0.8768666666666669,0.428,0.501,0.624,0.6607000000000001,0.6748,0.698,0.7293999999999999,0.7358999999999999,0.7604,0.7889999999999999,0.8299999999999998,0.8576999999999999,0.8656000000000001,0.8952000000000001,0.9085999999999999,0.925,0.9428000000000002,0.991,1.0686000000000002,1.4482999999999988,2.334
16.0,1.0786666666666664,0.474,0.6324000000000001,0.6643999999999999,0.7233999999999999,0.7567999999999999,0.7970000000000002,0.8190000000000001,0.8306,0.8448,0.8684999999999999,0.9019999999999999,0.9279,0.9376,0.9953000000000001,1.0466,1.0525,1.2312,1.2559,1.6020000000000008,2.398799999999998,3.142
16.5,1.0399333333333334,0.7020000000000001,0.7241,0.7484,0.7687,0.802,0.8185,0.8358,0.8441000000000001,0.8632,0.8822,0.925,0.9259999999999999,0.9372,0.9641,0.9975999999999998,1.0605000000000002,1.1136,1.1582999999999999,1.2776000000000005,2.0970999999999975,2.5540000000000003
17.0,1.1374,0.768,0.7941,0.8418,0.8746,0.9059999999999999,0.9185,0.9404000000000001,0.9518,0.9632000000000001,0.9750000000000001,1.02,1.0555,1.0704,1.074,1.0997999999999997,1.1485000000000003,1.2276000000000002,1.3108,1.6442000000000003,2.1000999999999994,2.32
17.5,1.075,0.7120000000000001,0.7776000000000001,0.8072,0.8372999999999999,0.8620000000000001,0.8720000000000001,0.9057999999999999,0.9280999999999999,0.952,0.9621000000000001,0.985,1.0117,1.0196,1.0237,1.0903999999999998,1.1395,1.1672,1.3584999999999996,1.5204,1.5842,2.29
18.0,1.0590666666666668,0.642,0.756,0.8071999999999999,0.8287,0.8316,0.8640000000000001,0.915,0.9337999999999999,0.9863999999999999,0.9931,1.027,1.059,1.0735999999999999,1.0931000000000002,1.0965999999999998,1.113,1.1464000000000003,1.2858999999999998,1.462,1.5248,1.91
18.5,1.0274,0.616,0.7081000000000001,0.7638,0.8025,0.882,0.902,0.9272,0.9474,0.9803999999999999,0.9913,1.021,1.026,1.046,1.052,1.0626,1.082,1.1792,1.2075999999999998,1.2594,1.3762999999999999,1.85
19.0,0.9406666666666669,0.5920000000000001,0.6778,0.7492000000000001,0.7706,0.8051999999999999,0.827,0.8398,0.8578,0.8776000000000002,0.9113,0.9390000000000001,0.9591,0.9756,0.9959,1.0124,1.0255,1.0612,1.0686,1.088,1.2288999999999997,1.568
19.5,0.9146666666666665,0.532,0.5985,0.7286,0.7462,0.8004000000000001,0.819,0.8318,0.8509,0.8752,0.9032,0.929,0.932,0.9408,0.9607000000000001,0.9803999999999999,0.9889999999999999,1.0100000000000002,1.0671,1.1572,1.24,1.34
20.0,0.8912000000000002,0.552,0.6719,0.7218,0.7349000000000001,0.7535999999999999,0.7745000000000001,0.7953999999999999,0.8079000000000001,0.8384,0.8533,0.8929999999999999,0.9137,0.9396,0.9437000000000001,0.9563999999999999,0.9924999999999999,1.0016,1.0184,1.0466,1.1264999999999998,1.4280000000000002
20.5,0.8784,0.584,0.6254,0.6914,0.7147,0.7384000000000002,0.7529999999999999,0.7735999999999998,0.8091,0.8452,0.8745,0.8919999999999999,0.9076,0.934,0.9587999999999999,0.9863999999999999,1.0225,1.0304,1.0346,1.0592,1.0876,1.12
21.0,0.9705333333333335,0.612,0.6286,0.6980000000000001,0.7095,0.732,0.7585000000000001,0.7807999999999999,0.8074,0.8464,0.8598,0.9059999999999999,0.9712,0.9867999999999999,0.9931000000000001,0.9965999999999999,1.004,1.0208000000000002,1.0540999999999998,1.0746000000000002,1.7190999999999967,2.454
21.5,0.8315999999999998,0.408,0.5623,0.6338,0.6503,0.67,0.7184999999999999,0.7616,0.7983,0.8036,0.8186999999999999,0.8330000000000001,0.8472999999999999,0.8680000000000001,0.9182,0.9336,0.9510000000000001,0.9572,0.9919,1.0288000000000002,1.0551,1.278
22.0,0.7405999999999999,0.41200000000000003,0.4714,0.5499999999999999,0.5723999999999999,0.6056,0.623,0.6422,0.6823,0.6864,0.6947,0.717,0.7715999999999998,0.7787999999999999,0.8157000000000001,0.8375999999999999,0.8719999999999999,0.8944000000000001,0.9012,0.9274,1.0372999999999999,1.06
22.5,0.6131333333333334,0.40399999999999997,0.42090000000000005,0.4238,0.43939999999999996,0.46120000000000005,0.46849999999999997,0.48119999999999996,0.4909,0.49720000000000003,0.5052,0.5680000000000001,0.6003999999999999,0.6363999999999999,0.6699,0.6899999999999998,0.721,0.7484000000000002,0.7881,0.8468000000000001,0.9813999999999998,1.058
23.0,0.5226666666666667,0.34600000000000003,0.35740000000000005,0.373,0.3787,0.40080000000000005,0.41600000000000004,0.4294,0.4387,0.45399999999999996,0.4565,0.481,0.5093,0.5128,0.531,0.569,0.6004999999999999,0.6264000000000002,0.689,0.7214,0.7777000000000001,0.968
23.5,0.4672666666666665,0.254,0.2874,0.3178,0.3349,0.368,0.387,0.40759999999999996,0.4139999999999999,0.42600000000000005,0.4361,0.44099999999999995,0.4459,0.48760000000000003,0.5019,0.506,0.506,0.5336000000000001,0.5583999999999999,0.5718,0.6880999999999995,1.03
